ID,E+_cp,E+_reg,US_cp,US_reg,CN_cp,CN_reg,IN_cp,IN_reg,ROW_cp,ROW_reg,learning_solar,learning_wind,lifetime_solar,lifetime_wind,grid_expansion_lead,south_discr,north_discr
S3_15,0.42063649091539235,0.9749286011341602,0.5731189425090861,0.784175578692338,0.892833058297445,0.4131237392332661,0.9528319215385572,0.36020121570874464,0.45875700178890194,0.7854500487168405,-0.31558853893155564,-0.08375836443952248,26.0,30.0,1.0,0.19987342540067554,0.0757510527987578
S3_16,0.13749854797148048,0.2021449987823492,0.19122483819049027,0.21967506662773906,0.7885887788348009,0.4062600414548571,0.9320002432637321,0.6095579399287142,0.6579560626532712,0.842314357089051,-0.3178646001501338,-0.14190598974255983,25.0,34.0,2.0,0.16511461852153259,0.06424498199428279
S3_17,0.2430482510874362,0.9539369979257581,0.4900068477691723,0.9102505966583889,0.6274473684364988,0.8900938674228774,0.32900639954887495,0.6737056563376987,0.6755081716707668,0.6277020711725291,-0.3788230377489116,-0.1560948736731073,32.0,28.0,2.0,0.09758004265625192,0.08553098512329688
S3_18,0.23371953746721177,0.7221853168633401,0.7395099358550357,0.7016671097223469,0.6744697724069135,0.7031204527774888,0.8218531290925648,0.8612528213220273,0.27623092852659775,0.23679067910667015,-0.35153573060539656,-0.16940884411308438,29.0,31.0,2.0,0.1210111969026897,0.10271903027422705
S3_19,0.307628592813652,0.1711504622010716,0.5625774847323458,0.9948319959656783,0.7657193122999643,0.8838799668653519,0.5420716948438603,0.4980660519599289,0.4998387814717998,0.09629310202601575,-0.30378842198535094,-0.19998929324029294,34.0,28.0,2.0,0.08973587889662443,0.057508765493988444
S3_20,0.4054174481794115,0.6500887836620176,0.32969607135645523,0.1423796856216413,0.10145714639046834,0.9913330049551692,0.6905313487425317,0.4147978196973732,0.801737379357398,0.19284087325259897,-0.3298121612171559,-0.16082239188169678,30.0,30.0,1.0,0.18830343844085246,0.12532326944927116
S3_21,0.7520147995826977,0.7517396919142301,0.18174888876520218,0.8614427753736768,0.472660661523076,0.8170150714759657,0.443439053046288,0.6862992950557383,0.7107131795100217,0.8052469562492007,-0.36028705915976256,-0.17901489681716232,28.0,25.0,2.0,0.15934130862825518,0.12094787239312053
S3_22,0.6249397671923925,0.5091973560535764,0.612682731768489,0.2683602537368381,0.017514144834801345,0.6990727854135609,0.11094320464063234,0.05007218341626078,0.9364989279637053,0.6897174430778431,-0.32314345973059405,-0.1940068625946353,33.0,30.0,2.0,0.14027219800865567,0.12504251396369148
S3_23,0.5452498834056524,0.09439064438247625,0.9282224975368848,0.49646245236876135,0.34415304484112097,0.18263420921121565,0.7519012798265772,0.9490319972751168,0.6263869900234806,0.5929598318653435,-0.28506889840651034,-0.17269204544763408,28.0,29.0,1.0,0.14179450110799086,0.06760510563813635
S3_24,0.15858443206884604,0.3037681237596762,0.3947795263584991,0.3968421058096429,0.9642855736169176,0.0031235048298442415,0.528035673807473,0.5736222985805342,0.04538177722629906,0.11510528624471705,-0.3184544229325697,-0.07370340822042128,31.0,26.0,2.0,0.17361754053547254,0.07216463706321993
S3_25,0.06691722190732062,0.7714220973569192,0.9356928312657972,0.849637475150658,0.48899321924533723,0.9529128207546408,0.5803704042688801,0.724765971347384,0.6461292261741906,0.04076537749987491,-0.30384578965755604,-0.14426803856252382,31.0,26.0,2.0,0.09516133984782026,0.06512181802640188
S3_26,0.7271258904281914,0.35242814431632746,0.6228102934825085,0.46269026845939976,0.572920074341383,0.5420943748939457,0.35871097508367944,0.9987459800529479,0.7608393457122095,0.47214935607774033,-0.3371399303965635,-0.15406723017849186,31.0,30.0,1.0,0.16329032949148414,0.11423289922645923
S3_27,0.1429157264122422,0.44439419668016844,0.7253937153947662,0.31501460532672043,0.8170784074564794,0.0688158523209754,0.5354285210918509,0.7144309922646951,0.7841101495969889,0.06208137059534488,-0.2906805932403462,-0.14987197874650082,25.0,28.0,2.0,0.18578739088180718,0.1677824511010482
S3_28,0.6874958025485818,0.18879474026362403,0.8260001746501274,0.5892752575875416,0.3877314402861735,0.585281214208176,0.4048557106367257,0.6624080234006537,0.9109523078552622,0.03191514660121308,-0.2371560439172678,-0.14115645606621086,34.0,26.0,2.0,0.165359147013742,0.11536473431783303
S3_29,0.8096544755586045,0.7678325315606436,0.24242595446042983,0.3635626182956685,0.5116171752749485,0.21993547917014436,0.8318722599956121,0.612431823844408,0.8471205570903935,0.6578225451067187,-0.35699636704104887,-0.1543258275934614,34.0,34.0,2.0,0.1946014484985037,0.1410748834552286
S3_30,0.661099732422512,0.19853930386921978,0.7751242323224317,0.7684171588920516,0.5931737833795592,0.7907067442211378,0.7491560032873923,0.2978729149429222,0.7432529505489669,0.8866435810674632,-0.2769397065563871,-0.16781769771236818,30.0,26.0,2.0,0.18810524732794648,0.13805687392616037
S3_31,0.6147349805795156,0.8755464632629684,0.0030705526433677842,0.12621368180554338,0.3556457656310689,0.9630753575577295,0.20047790633724144,0.6920987116571097,0.6693872789199751,0.16216436796182043,-0.2625355053986589,-0.2042151883968922,30.0,27.0,2.0,0.08851264763967098,0.058985667244869436
S3_32,0.9704915420604078,0.8302885670363481,0.689550437520401,0.2242444062216132,0.7793763376331694,0.4880437284354319,0.9415242122958523,0.17861524920094213,0.26473028142530053,0.5625456788063237,-0.21875581033891062,-0.14216581926865293,25.0,34.0,2.0,0.16567028563901282,0.07086217537283579
S3_33,0.35693111948943756,0.16008491423670854,0.05513170367528237,0.1993277035892642,0.9842419768730032,0.5595604439233614,0.0686357184965023,0.7300856438956957,0.34278321576439214,0.1444106820900773,-0.22527226386552265,-0.13233084666840722,26.0,29.0,1.0,0.18717796898256933,0.10422840216416794
S3_34,0.9128088834265514,0.7048105492015388,0.5257175226119927,0.4538495211430364,0.6147500523839055,0.971003647547005,0.663051965302909,0.5190906756745973,0.29989034869858827,0.05310890038113482,-0.29918652473253343,-0.17475965136551813,29.0,25.0,1.0,0.12036589550860072,0.06557117850763619
S3_35,0.22917998123987782,0.37781699078338177,0.07416120410828676,0.38288020080740415,0.5437858178171566,0.13699001538273292,0.4563203346878349,0.5454372257534073,0.5873277808169353,0.5210002292302852,-0.22625186321854213,-0.15617565359221866,32.0,27.0,1.0,0.0901677346510047,0.0703909700014764
S3_36,0.4542455144404344,0.0518212262033979,0.8962135245638134,0.25439169907463616,0.9460509054568002,0.07098538048807375,0.3714504300619536,0.07363894606540605,0.4362783065687948,0.577069758002984,-0.25763184118733107,-0.16480023792472162,27.0,28.0,1.0,0.16000976781582846,0.08792942380503713
S3_37,0.8750023038597096,0.6630666380902756,0.516398985385202,0.9528698545124565,0.7227503825085644,0.497662902770265,0.734821714431773,0.04240256441782443,0.5734208021363078,0.007591335921533679,-0.3194587602468719,-0.08436124530682858,33.0,25.0,2.0,0.1580538955485144,0.14575838841609734
S3_38,0.0716082757534195,0.46751095898901585,0.6795174428134741,0.2730725457365007,0.46281701327660096,0.17693697815496306,0.7717733759728301,0.782823454535243,0.4212802302111111,0.4409185159342832,-0.28369009289304775,-0.15749221317801593,32.0,30.0,2.0,0.12663694252787466,0.12166106014438095
S3_39,0.1619374587529986,0.8215038261000438,0.029165056204153644,0.11939033707248381,0.13836633398364398,0.7289048865865151,0.034914388162721535,0.24132721318167302,0.7005251009120529,0.37327228717846755,-0.29676457965931763,-0.2450997125699671,27.0,33.0,2.0,0.14919720866446326,0.10059492822187147
S3_40,0.2530812343667421,0.21592148305468822,0.14052986071912515,0.5621950987092352,0.39792900782621143,0.6004094868651646,0.5696625212968169,0.2331767355936787,0.20951586825449633,0.8171506770902889,-0.2679708998390223,-0.15078799777128502,30.0,34.0,2.0,0.15767434928790175,0.1423921987698508
S3_41,0.04780474203763297,0.6821372866909288,0.2542218643355152,0.18573651113445483,0.6928092584936816,0.19542163631579434,0.9077872805700378,0.26167279979343233,0.5095260758216485,0.02675054235764839,-0.24032205357349842,-0.18135869472091723,34.0,31.0,1.0,0.18639878130636423,0.10482194506452365
S3_42,0.9617432846003859,0.4251478870540925,0.7020692370922356,0.03422210770144893,0.7559159297468925,0.7426949668791276,0.47512690081287723,0.06445448281938003,0.7263816112282494,0.3925857017552512,-0.27463676391764724,-0.16765927078108903,32.0,31.0,1.0,0.13783768101891186,0.12979920071508766
S3_43,0.7768972690968485,0.797425241950148,0.8625138347548814,0.9263570533866698,0.19061788155598297,0.2753270251941432,0.22521724878044502,0.18603997882987966,0.9082022625416927,0.6441539241512979,-0.31748199503159863,-0.17767792571319396,26.0,27.0,2.0,0.18261188229105152,0.11582741091051908
S3_44,0.05546403307050667,0.4168306189281231,0.583207865600237,0.558659295619517,0.589626945998874,0.8014695568755523,0.19759125971813682,0.9247320129768208,0.8802497068145925,0.12459164126388464,-0.3427934749294072,-0.22121065239866727,25.0,27.0,1.0,0.1423182713789392,0.09564653367362172
S3_45,0.7331171466852472,0.042719414420015304,0.7579849647356811,0.6640744817292946,0.3302120360536919,0.14208690738634844,0.9884531048868438,0.5324919858613554,0.006631952324682855,0.26932967944453784,-0.21964688069972776,-0.13849647602100595,31.0,29.0,2.0,0.1264616789272346,0.11779234883158803
S3_46,0.26254972651066744,0.4986167275561537,0.7936036594453971,0.1506623273498979,0.24767519524952764,0.8323702091987832,0.3390316920198437,0.20766323887591948,0.2822083234889678,0.900663731262428,-0.30652670327889686,-0.1933880218267402,32.0,34.0,1.0,0.11532948098139473,0.09160189261486043
S3_47,0.2199786446833571,0.9188582958204589,0.980995000906008,0.8325633263137295,0.8325056080446558,0.03186555383090009,0.08488897144250991,0.9303415668304074,0.365409303429309,0.6976757010323087,-0.29562650878552676,-0.207069402548844,32.0,34.0,2.0,0.17349879920099642,0.061416059305587564
S3_48,0.20436161776847833,0.8846882332527091,0.3358544362452751,0.9830737739785173,0.21332541660050194,0.7859605012226166,0.1751097437117358,0.4739327737259249,0.16655624679372502,0.011414395888748067,-0.3277981949693076,-0.1525945696440392,25.0,27.0,1.0,0.13518385106959957,0.11941345867203546
S3_49,0.39433062218861437,0.10842189479872599,0.3073465572968038,0.6557229442411816,0.6366253082613829,0.051171270542350336,0.7149673004881525,0.7620125834977963,0.07606231834107924,0.7045550891147369,-0.33191279239798666,-0.2265251904937376,29.0,34.0,2.0,0.08357001327467402,0.06748388883377016
S3_50,0.8449133823125013,0.4551522783849027,0.03074467385092867,0.08308742841888755,0.7488417530450269,0.3463482619298115,0.15995094350030312,0.0807861697957461,0.025240883474560712,0.3246761562339918,-0.2597320610729308,-0.10768317162131738,25.0,30.0,1.0,0.16841151113896666,0.0927923681282026
S3_51,0.3448095946087115,0.33574731201851554,0.1326576865651765,0.4408946966059538,0.06093026063304527,0.6620217708551149,0.07028704578693735,0.40663263587922366,0.11701835953283168,0.894605096592783,-0.3139360420728701,-0.18143021361433007,31.0,33.0,1.0,0.0912431846345133,0.06369310984542408
S3_52,0.5581169423449953,0.3672997989118303,0.9949758310626501,0.5491792557960403,0.8484482061118421,0.47737140502884917,0.6548089469769303,0.12848474801547188,0.3712963441499767,0.5860736525673509,-0.2847211747561651,-0.1386739142868114,26.0,28.0,2.0,0.11844458840730063,0.09754247459221718
S3_53,0.4145928842219234,0.47545860608493085,0.28927740430853516,0.9785568978649373,0.6819741960193889,0.7381731888278351,0.5935287161615601,0.8399036937891747,0.5930173986888057,0.43200959391885335,-0.27253377290619274,-0.18087660477643558,28.0,30.0,2.0,0.17898345903359908,0.06270677821474081
S3_54,0.014531963722691632,0.34764664200096357,0.6556597363211779,0.10148785197868401,0.08010263695317041,0.8702725104039739,0.42663336965080734,0.3584960520641157,0.2326353547525965,0.769039177320719,-0.34150447458648725,-0.1960895516779074,27.0,29.0,1.0,0.169103165256401,0.15643292997602098
S3_55,0.09894194729880133,0.9983314813458602,0.17267875096222615,0.770495038552377,0.32291533072254375,0.939397354471989,0.12905875612042278,0.02865841236745089,0.22471278791032293,0.48918777438949257,-0.3032192627642216,-0.09110536696086999,31.0,29.0,2.0,0.1612386300248897,0.09838399491646273
S3_56,0.5907767280698828,0.8033189372527147,0.6372252177519289,0.24643100581254976,0.18839476158061325,0.7694202659722805,0.7699351870357699,0.6442201398895048,0.7779510748906832,0.7926552429571803,-0.3259831877816585,-0.19932726818151375,34.0,25.0,1.0,0.1799464142382104,0.11934122694319145
S3_57,0.48499979720831876,0.9896423778989188,0.10605023883916768,0.04691749447428834,0.30006637871048436,0.22611339222422774,0.46738296464067575,0.6511340635726274,0.5288776527395662,0.8783804673571093,-0.3089128632233512,-0.09272740843209802,26.0,30.0,2.0,0.14985890772672988,0.055263338719314936
S3_58,0.034342755299953336,0.6749565512232052,0.5588923636702963,0.5748840948605495,0.40015285651618265,0.6296039062402969,0.3075900743726856,0.5059986457820888,0.5535079969328618,0.9618287735581255,-0.22869030069632193,-0.12561865793149624,33.0,27.0,1.0,0.18591446627251323,0.09458169900435023
S3_59,0.6082333408543006,0.7802401248153947,0.37318430536376895,0.4800628683223036,0.9186105579782813,0.32920686280238604,0.811317138007001,0.7576342327829334,0.30555518638875356,0.6158186633970867,-0.1691843711953693,-0.1315736533075712,29.0,32.0,1.0,0.07923536022050376,0.0702229583079659
S3_60,0.17993583401356475,0.13457341470084874,0.7878155671379262,0.9434157803238539,0.5685476818131918,0.23364797349902186,0.3871364795926607,0.826272238097728,0.21118152975831894,0.3175781921562041,-0.37735103390503166,-0.11592635548755151,28.0,27.0,2.0,0.15326628848579615,0.13296581477573444
S3_61,0.9423466261469109,0.5476518691198866,0.29833209439915775,0.0020916305762264465,0.7335333302832548,0.867770295123185,0.2865989914300212,0.481894688306977,0.6973488211352733,0.7177723762647819,-0.3650501392643245,-0.118218362887826,31.0,32.0,2.0,0.1265116662802252,0.08399018250356376
S3_62,0.8993636232762442,0.08504747538130399,0.23880574978488764,0.5127107692680779,0.6521991351206138,0.45752133723015764,0.923100679002903,0.33250308729843303,0.9450193877468296,0.7219102834054979,-0.33320043672048477,-0.1458296250637796,25.0,34.0,1.0,0.15368857450775078,0.10451660350639577
S3_63,0.6458206905785921,0.31302040624465255,0.48841648369468854,0.5369820478813722,0.7903712164839892,0.5071217814096712,0.3988448990259271,0.396715862872101,0.6822443144576785,0.7593192038250092,-0.2509049840676779,-0.22204042264367357,32.0,31.0,2.0,0.07887940662135635,0.06963766186711445
S3_64,0.7171595392292499,0.02328844454435962,0.9126207940135193,0.6294219178363893,0.9713823081775967,0.8224306868283731,0.8977334476278435,0.38942441579857145,0.3154770331129628,0.5178055176747748,-0.34452071712346966,-0.13248859198794946,28.0,27.0,1.0,0.18036974801001754,0.05116045804088484
S3_65,0.8634881708697459,0.5756115482386758,0.6053655018905946,0.20624400858234554,0.07783892058625463,0.11426728245440092,0.6289874286002615,0.13386223119432902,0.8556523239048182,0.2413755004958434,-0.26336563219194603,-0.1365067301615078,32.0,26.0,1.0,0.1872861413474602,0.06764613953259166
S3_66,0.5070899399562381,0.5613875407858611,0.7134966212082106,0.7971032414525068,0.2260073132200831,0.31047488592029293,0.4804980412950443,0.7061804964838383,0.9942727315857282,0.4698686441643348,-0.15920356039940167,-0.1464253413375254,27.0,28.0,2.0,0.18635100306705787,0.08732982324169336
S3_67,0.021113993914909247,0.26929508678067426,0.20802095736458667,0.7422864757962934,0.8764478449170321,0.2462710814709707,0.7262967745053648,0.2729009890168335,0.19798189032268634,0.4956722803931141,-0.3279284871511965,-0.16971983028016333,32.0,34.0,2.0,0.18042051038873058,0.10039284663052292
S3_68,0.6904632446401383,0.11882454198735988,0.22301433568872095,0.34835137779950875,0.5079216310595804,0.26661507944873847,0.31919197240095804,0.30300312489101644,0.05687818989334043,0.2911074327559828,-0.3272231574110362,-0.24927098300498934,27.0,31.0,2.0,0.1694841843743699,0.14936869857600793
S3_69,0.7015772682469662,0.9331128352388212,0.9417013645242832,0.648999846820325,0.11115258393022437,0.3328923171427848,0.006648052209171178,0.030620870116058928,0.8385527817268955,0.1396170486878158,-0.30888853777657954,-0.18506226043294946,28.0,25.0,1.0,0.10072004730637507,0.06611653836189735
S3_70,0.19532590278833492,0.5990762744634212,0.9696499457118637,0.3042301934528965,0.04679956415192596,0.4372863605468845,0.18331370334245733,0.792006462854866,0.6115082818723303,0.45520471749618074,-0.27950678460366024,-0.1624246474825905,27.0,28.0,2.0,0.19132330949214738,0.052289095957102356
S3_71,0.8871682606553988,0.6474178666303918,0.5078595021508543,0.6797267813102047,0.45083801071170754,0.37579688371837816,0.9639918070334125,0.44805742120442565,0.09084211378198753,0.6379756930541919,-0.2946881368121002,-0.23920579335022055,33.0,25.0,2.0,0.16781406493602757,0.06480870122040112
S3_72,0.6767575624191173,0.39473478583115407,0.8193599574693003,0.6310913747423292,0.8218314749255111,0.013416443779873029,0.8400066862514484,0.6211566124372517,0.5482965399998695,0.6036303850918113,-0.23564100983461223,-0.18395790897950726,26.0,34.0,1.0,0.09893010863309401,0.08447243058691034
S3_73,0.2891889058661046,0.3203682818607961,0.9573962998219175,0.3225702104480571,0.03831401810624113,0.8585964696219182,0.2594167830292301,0.8029743295052241,0.13138751383563707,0.9123169938557267,-0.27240697196417457,-0.13433989886881,30.0,26.0,1.0,0.19524467018100622,0.10255718333487017
S3_74,0.5328645803708097,0.12651356981155795,0.7454299624909391,0.06640150261720879,0.6036653961583465,0.6149581328934246,0.9766432037371999,0.458245786268586,0.0812327760585953,0.08494704265374244,-0.3498271653428753,-0.06768851701313294,27.0,26.0,2.0,0.11230970340562284,0.07801201451570441
S3_75,0.5113431777048398,0.5398074547241936,0.1550202039032326,0.8768716049193085,0.366767248706277,0.5965991124978819,0.6438107540704489,0.8192696646872316,0.48209324049701435,0.1595252754546011,-0.25971775872412767,-0.20008929164447467,28.0,33.0,1.0,0.12008560121516479,0.07619294044344595
S3_76,0.009107050638583967,0.38027749217278045,0.6908776853428396,0.3544269419195312,0.4921954396543363,0.3627511790184858,0.9946801719195091,0.8934760373385652,0.8633708143910952,0.9931500749147686,-0.31237027795926625,-0.2627126442987807,29.0,32.0,1.0,0.12756148254672167,0.10546575749441141
S3_77,0.6532824711485784,0.6183529824889523,0.4022061147902689,0.3756636240261326,0.20419325911840805,0.711284593647644,0.27062356989665654,0.2883158081665503,0.8969473444434144,0.5597977634750732,-0.3141691477101944,-0.18519693404139376,29.0,31.0,2.0,0.1939125763654329,0.19230959934647807
S3_78,0.32564843169154023,0.07288379951051822,0.8576530184175685,0.9056802050293803,0.15000110812992185,0.20679397475915298,0.10546573111783383,0.8504369919216798,0.5124367951805824,0.2725045357569266,-0.2748408949067415,-0.14256299882083864,27.0,28.0,1.0,0.1411686648002969,0.08715526424396103
S3_79,0.9802097695318668,0.9278907014785809,0.16246570080428158,0.297000307472548,0.8573927610184802,0.02846479912562561,0.7989528749244517,0.9567563638330722,0.9860987931693427,0.07489168466637952,-0.32830749475279314,-0.15136194944595033,33.0,26.0,1.0,0.18818161639783032,0.07815820196501125
S3_80,0.12139618005425415,0.6326590585036376,0.0484736859794474,0.4203003428510097,0.14347337871086016,0.6749778245450981,0.026837535124997453,0.4275308764549901,0.33471143167053213,0.20931969358802266,-0.2669377044199458,-0.09036238204936549,31.0,27.0,1.0,0.1349049869560485,0.08175137543819538
S3_81,0.47505609313192204,0.7111103039957665,0.978859570462894,0.43658498714566035,0.9396100630137352,0.09458478795961747,0.3621993883715058,0.871965750486267,0.734604076863826,0.8669531437025307,-0.2568012625817516,-0.14910707790329067,25.0,25.0,1.0,0.1646388168627787,0.1162963191111115
S3_82,0.7645540763768277,0.2739590881066368,0.6488994562065165,0.07227170357052748,0.3146169766303607,0.7738841285259878,0.809270164616906,0.22835779409483514,0.15659391472838663,0.22435356475829635,-0.3636765127136172,-0.27889718821033904,25.0,31.0,2.0,0.10662047201829336,0.10032864512454338
S3_83,0.11530928353474838,0.24228207092077947,0.5445517914106623,0.17424671869209518,0.23851788398993293,0.9895036317029268,0.24731800918987712,0.5953808471270161,0.9728420959284569,0.21870642772104476,-0.3049995887266343,-0.10978981956741132,26.0,26.0,1.0,0.1848620192742615,0.14413366050385598
S3_84,0.46863900145045834,0.15480900086426957,0.42749312067361794,0.6818489822529848,0.6412639169456671,0.085094477030636,0.7816128006821068,0.10415057829612633,0.060314484301038425,0.9878121838354654,-0.28619108863333925,-0.15409831977698651,26.0,29.0,1.0,0.13110452278321813,0.09801762391784594
S3_85,0.9378041690984622,0.22879317611956257,0.38152300719946125,0.6074148712077523,0.25958233674495323,0.3586419976145334,0.1354509274130499,0.848934688919657,0.3557863759085068,0.3455371489628484,-0.26903233651539565,-0.16650121295059844,26.0,29.0,1.0,0.18096587438364226,0.16328220129874543
S3_86,0.4494888548390339,0.9060889975212728,0.12845981939772907,0.5062641657836706,0.2881281346585999,0.10219283214069057,0.6770980837342135,0.9186513885885905,0.03576459364361029,0.3877126381878258,-0.363581581648649,-0.15225235060321393,33.0,33.0,1.0,0.12586978264064594,0.1162676897325007
S3_87,0.37351718932860123,0.5565509787461914,0.21829739816655314,0.020217231630208304,0.9981572729977028,0.046483210353543115,0.5776410287833135,0.6339448102735226,0.530465590541964,0.6659582313679224,-0.31152481917678015,-0.11653353678402852,29.0,31.0,1.0,0.18190696224135333,0.0812892769184887
S3_88,0.8215185188113528,0.9672567722396304,0.8374946044161479,0.8978400270865674,0.05763860168436762,0.42726155917070996,0.342332328294255,0.11227696651370214,0.1432955457118042,0.1863283324634646,-0.31716445093465717,-0.18458330990700736,31.0,32.0,1.0,0.18796799393237446,0.1369031192857103
S3_89,0.8350649813199827,0.6066664105310363,0.4319281295771607,0.7124980726278318,0.2663283588922861,0.7555358506594376,0.1607662390181601,0.5205576226271087,0.40172854479197634,0.3060075494657266,-0.4036112788789131,-0.07647538073426012,28.0,27.0,2.0,0.16580441428826204,0.148377993226095
S3_90,0.08862598344866263,0.28306106273887116,0.5941297318271969,0.8140432395545244,0.5547038319242542,0.4433279814061622,0.011774788239374794,0.31935749251512435,0.41559613836794923,0.5355390559844413,-0.19452554789265336,-0.14081087244284096,33.0,27.0,1.0,0.1827769993962407,0.16198102254975072
S3_91,0.743161638005992,0.011846019610085263,0.2650717154001714,0.8063849472131663,0.09303801809295513,0.15525716844655638,0.49004552758568865,0.14677032096207643,0.38607438981503006,0.10695710288274012,-0.2812848983200567,-0.22322407918378992,30.0,34.0,2.0,0.1522276929283881,0.09997679340556348
S3_92,0.2990591281073156,0.25180476853225725,0.6639785761845083,0.13759098159064437,0.5222470027451788,0.6511309096598087,0.4388229783660943,0.2161148136115484,0.9563837429754379,0.9531893207351025,-0.2754458073349158,-0.16731274825646725,31.0,27.0,1.0,0.19554929374829577,0.17558049504083872
S3_93,0.7899766256906847,0.6916509726293225,0.09328183139788536,0.8532092361302689,0.8070449347357695,0.5179308108933731,0.09647761325474559,0.5892088579293158,0.12173324875144678,0.3685912346657101,-0.28980975127957737,-0.10641213602058683,32.0,29.0,2.0,0.13627311527477398,0.05348803728491348
S3_94,0.3679416915594038,0.48404712329338695,0.45788935198763553,0.3300296324593684,0.02446273102762654,0.56442579167526,0.8779219178925892,0.014573068371998841,0.5686068006833396,0.8208564102569729,-0.28184471919168586,-0.15836387586744674,34.0,29.0,1.0,0.1308682313892271,0.10283005299606779
