,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
NG,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602,1.4602
SA,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177,1.177
ON,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949,1.1949
OC,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502,1.3502
MY,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875,1.0875
KZ,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923
AN,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358,1.1358
AC,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021,1.1021
AW,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879,1.0879
AE,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617,1.2617
ZA,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356,1.0356
EG,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137,1.4137
DC,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235,1.235
KE,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914,1.2914
UA,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116
PK,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458,1.4458
